liquidity,sqrtPrice,token0Price,token1Price,volumeToken0,volumeToken1,volumeUSD,periodStartUnix
8224015376728155749,4172489902792934700232793,0.00036055255603813625457697274143409,2773.52076210001491749800375890081,0,0,0,1622642400
8147933268425438469,4182598259804533475074407,0.0003588119203527376616301551722340503,2786.975413238581398615428915942545,0,0,0,1622646000
9486474818222979108,4163762346534928345631429,0.0003620656302043712327749582195049973,2761.930204298985571508193442387865,0,0,0,1622649600
8931759152065594133,4168915316538013680632498,0.0003611711240143845680178456882332917,2768.770628407636571105991858306981,0,0,0,1622653200
9074641384098503071,4167729200304885842061657,0.0003613767284918188943218528673981676,2767.195342581775343980784479586361,0,0,0,1622656800
9264290459916052325,4163677335445223748101197,0.000362080415167521223619111851005041,2761.81742538418424395325638429806,0,0,0,1622660400
9375591726537353000,4135859562189784224806333,0.0003669674978947223441350514403926902,2725.036973947173667032690025957619,0,0,0,1622664000
9252880733772225526,4135952148541069057261186,0.0003669510684002993056782150496050464,2725.158981984815347774725815988018,0,0,0,1622667600
8898765889821983735,4108315643217382790260162,0.0003719046094383930165858517287454692,2688.861537667100757335459412971008,0,0,0,1622671200
9175861765123258495,4125993502957298062857093,0.0003687245785872645565125852627144141,2712.051374040241908107654932742672,0,0,0,1622674800
8915790894038205061,4116704270153931517696345,0.000370390490261350773138367555153851,2699.853333962195529935935829183346,0,0,0,1622678400
8790874731720866014,4103025200654221042196120,0.0003728642956954334286573620621474503,2681.940887192989753451752858303117,0,0,0,1622682000
8796143317175539154,4107979283825303867534133,0.0003719655146771984890344007061419857,2688.42126633117171328033477909485,0,0,0,1622685600
9189943574321530127,4127029029536146809246907,0.0003685395659807177702932160639749024,2713.412866102742005653569458119372,0,0,0,1622689200
9133003725613257357,4161505668982898350576001,0.0003624584144424952868038361531051798,2758.937191562018190991683021368381,0,0,0,1622692800
8454647199406679740,4200286758646727930428468,0.0003557961833344788016391162403376513,2810.597883957385197368735997353728,0,0,0,1622696400
8427147460983698039,4223477794283145980238454,0.0003518995708495895085712214818982919,2841.719862248494986041676436873708,0,0,0,1622700000
9153811449536183139,4209573599333788167594039,0.000354228054101520494584812193012974,2823.040096404683896607016329544102,0,0,0,1622703600
8296075435000266416,4219307148493772225893177,0.0003525955968902591020194919911046584,2836.110288442533472207371914859569,0,0,0,1622707200
