date,time,priceEth,priceUsdt,open,close,high,low,buyEthCounter,sellEthCounter,buyEthAmount,sellEthAmount,buyUsdtCounter,sellUsdtCounter,buyUsdtAmount,sellUsdtAmount
2023-12-09,00:00:00,2368.09075566653316744765023345125,0.0004222811130051202924422455445309604,0.0004221891885737760396366778286468563,0.0004222811130051202924422455445309604,0.0004222811130051202924422455445309604,0.0004221891885737760396366778286468563,20,4,56.373454740961925,-2.108760049553158,4,20,5009.576323,133105.225888
2023-12-08,23:00:00,2368.596942884076008548059270206144,0.0004221908683131075250270708936953137,0.0004236118339480837135570299380641018,0.0004221908683131075250270708936953137,0.0004236291273142397285594244275311493,0.0004220996325170944060724622911879719,15,13,20.06027881908645,-278.69346443911354,13,15,661045.3302789999,47349.971338999996
2023-12-08,22:00:00,2360.655251053693544186515805057465,0.0004236111984389264866014595308100349,0.0004256280940005843869890977742254127,0.0004236111984389264866014595308100349,0.0004256280940005843869890977742254127,0.0004236068273383798462122102434770305,6,26,5.342434435959394,-404.7513986002914,26,6,956045.5783790001,12534.649564
2023-12-08,21:00:00,2349.475081219202127639258512421261,0.0004256269870634570304919114229782037,0.0004256425832838826224752015476220124,0.0004256269870634570304919114229782037,0.0004256478610362206065762112242193121,0.0004256269870634570304919114229782037,11,11,4.5011658562697,-7.590320905650467,11,11,17886.459027999997,10543.313113
2023-12-08,20:00:00,2349.38972487465105152471164661731,0.0004256424506382625954550605878646525,0.000425634654482544635207089979571869,0.0004256424506382625954550605878646525,0.0004256424506382625954550605878646525,0.0004256115127605189547874026185391847,19,11,10.333261133525506,-12.525780715964363,11,19,29517.328558000005,24204.931016
2023-12-08,19:00:00,2349.3285556475423047240660308486,0.0004256535330471779542971114921753838,0.0004247743015590129068241961917046387,0.0004256535330471779542971114921753838,0.0004256759738755070046991963662179596,0.0004247671966641671714544143299746633,22,8,192.60411638852452,-25.69993533637386,8,22,60581.576703000006,451598.554293
2023-12-08,18:00:00,2354.26566671478402729790556169949,0.0004247608985418503292659321989823093,0.0004251673428706492002864429310342681,0.0004247608985418503292659321989823093,0.0004251714997163857135982803889900219,0.0004247454026085504827853363784726831,6,12,5.366001838878439,-87.03337810614691,12,6,205419.260056,12590.423585
2023-12-08,17:00:00,2352.013110247285895945630962756408,0.0004251676981064370108237229080853274,0.0004233587951886418267482668965401999,0.0004251676981064370108237229080853274,0.0004251676981064370108237229080853274,0.0004223618328779662669824097663085748,30,8,538.9107953960573,-227.98608622399558,8,30,540607.8508750001,1267824.8114420003
2023-12-08,16:00:00,2360.562442055674279028643313397575,0.0004236278533386980087726550976768123,0.000425652642608734537424365513157293,0.0004236278533386980087726550976768123,0.0004261532837255328839643902352014576,0.0004236180288052131776415110700095268,14,14,121.82530910768787,-513.0463817620889,14,14,1211090.5039460002,285309.70537700003
2023-12-08,15:00:00,2349.381279934597578374506738002423,0.0004256439806261834805644092548105362,0.0004228522693568936945098975055522744,0.0004256439806261834805644092548105362,0.0004256439806261834805644092548105362,0.0004228522693568936945098975055522744,29,6,537.5976691020971,-6.7236544214519585,6,29,15932.737528,1263319.509416
2023-12-08,14:00:00,2364.881652800720160706123552689839,0.0004228541410584770202345865393215104,0.0004227991651107805414031070711660897,0.0004228541410584770202345865393215104,0.0004228541410584770202345865393215104,0.0004227854143228839073239876467725609,20,8,17.19826328609237,-6.664119721045623,8,20,15809.338581000002,40553.623699
2023-12-08,13:00:00,2365.210949539125079028242230989978,0.0004227952691470736410447409014595319,0.0004250794521550000552090872018561556,0.0004227952691470736410447409014595319,0.0004250794521550000552090872018561556,0.0004227937069886053197207981554147665,12,28,3.106,-411.55324356988,28,12,973714.08319,7312.941909000001
2023-12-08,12:00:00,2352.50338246934765688989653247597,0.0004250790912573872442260568851756981,0.0004252081048071412369637727725985714,0.0004250790912573872442260568851756981,0.0004252266645520645687212394380078336,0.0004250790912573872442260568851756981,15,13,7.570714901590199,-31.568650988581602,13,15,74474.283803,17751.094832
2023-12-08,11:00:00,2351.763235193275353780884662769209,0.0004252128722123750827710201467565418,0.0004244608247243230806782896743354842,0.0004252128722123750827710201467565418,0.0004252128722123750827710201467565418,0.0004244608247243230806782896743354842,21,6,138.08533176706533,-1.9621459516611384,6,21,4635.609909000001,324060.90012
2023-12-08,10:00:00,2355.949422619413253295564816597701,0.0004244573293463027088467180272466616,0.0004238508910316250500648094927578939,0.0004244573293463027088467180272466616,0.0004244581770197868964065216611786811,0.0004238508910316250500648094927578939,26,7,150.7015489709682,-1.3228349820170426,7,26,3126.0825720000003,354323.53839100007
2023-12-08,09:00:00,2360.572984818466852842568807468513,0.0004236259613370531536346915903412196,0.0004211597054319466557550568671980898,0.0004236259613370531536346915903412196,0.0004236259613370531536346915903412196,0.0004211502055071380459393175333431278,38,7,431.26696048156805,-3.3430377817456973,7,38,7947.57798,1017878.9861670003
2023-12-08,08:00:00,2374.406949551574670487147379369015,0.0004211577969769915910523739578536513,0.0004211535889915431664742963156900019,0.0004211577969769915910523739578536513,0.0004211712705358738148305120206670665,0.0004211507704301067500407261998840975,10,7,4.310303314974004,-3.7489390768308732,7,10,8928.233714,10203.660288
2023-12-08,07:00:00,2374.433852595554411243254578734365,0.000421153025133496310207299473294515,0.0004207186657487766383028646578513227,0.000421153025133496310207299473294515,0.0004211556841788837837963318741205049,0.0004207186657487766383028646578513227,27,7,63.76959306087209,-10.81408090382695,7,27,25756.204803,151032.57003299997
2023-12-08,06:00:00,2377.032762205735272330650460622297,0.0004206925608682244579943644445006706,0.0004206691428520577767805327063219964,0.0004206925608682244579943644445006706,0.0004206925608682244579943644445006706,0.0004189614788404733109885152949012972,24,15,210.821176001441,-208.5289911695574,15,24,498179.623849,500630.3647970001
2023-12-08,05:00:00,2377.114611564141662273337592329273,0.0004206780754849678433169841185061092,0.0004204277241711797614940321723965045,0.0004206780754849678433169841185061092,0.0004207435224510750372022583999380601,0.0004204224245091868407106439127107613,23,12,42.24050725380215,-13.623955262018598,12,23,32482.098643999998,100128.26486699999
2023-12-08,04:00:00,2378.520250391157952724744130555036,0.0004204294665288410601538591877859964,0.0004239172873791634826488271506109958,0.0004204294665288410601538591877859964,0.0004239172873791634826488271506109958,0.0004203984080880865217768098257166359,19,30,12.676425724004877,-573.5436628480982,30,19,1362231.2877610002,29949.766311
2023-12-08,03:00:00,2358.946605076023390887229353666651,0.0004239180309754286760666252489052139,0.000424398350213856120103410033427651,0.0004239180309754286760666252489052139,0.000424416063647529553594394942239009,0.0004238149816734144283680517898040521,23,16,65.48634655567072,-120.05586375614594,16,23,283938.49064400006,154013.088016
2023-12-08,02:00:00,2356.25149860895928225623257230096,0.0004244029130975032728245251860941769,0.0004244325069248217152259284178834364,0.0004244029130975032728245251860941769,0.0004244328549606536526275594683190796,0.0004242833918399119923390840580309375,24,5,23.368420572812983,-31.216171624696624,5,24,73780.323548,54903.502014000005
2023-12-08,01:00:00,2356.003899365090493142694478873599,0.0004244475148235050724336239344144962,0.0004241072091086347168812555711070314,0.0004244475148235050724336239344144962,0.0004245019052462800641589234452169792,0.0004241072091086347168812555711070314,24,8,76.40302554328338,-15.847576921327947,8,24,37447.969004,179521.40054999996
2023-12-08,00:00:00,2357.891345512110088939499433320382,0.0004241077528459268936203424312586341,0.0004219224296668848829090009409695772,0.0004241077528459268936203424312586341,0.0004241147401731202709749540051538918,0.0004219224296668848829090009409695772,42,10,390.01088259330584,-8.612942317417685,10,42,20425.347101000003,919198.831143
2023-12-07,23:00:00,2370.127784031668018066782654321334,0.0004219181795755189069023201742098132,0.0004273604598667420683781581324056927,0.0004219181795755189069023201742098132,0.0004273664713758970642850221256929971,0.0004213883710814936341232025987112186,33,30,103.7372851824928,-999.8994643946812,30,33,2363241.5978469993,244987.63107299997
2023-12-07,22:00:00,2339.984734033297646471942075316707,0.0004273532153675025401751382439400738,0.0004284610833221784670088772457368662,0.0004273532153675025401751382439400738,0.0004284747811020601451796613793557775,0.0004273532153675025401751382439400738,8,17,36.709365130170134,-191.4803755124155,17,8,448838.78259799996,85470.00112
2023-12-07,21:00:00,2334.858005052676084917114534751633,0.0004282915696954510417456577376866342,0.0004268529556565921660874044522093136,0.0004282915696954510417456577376866342,0.0004282928787737140591855025824414897,0.0004268529556565921660874044522093136,21,5,299.7789512443318,-1.6188230116700675,5,21,3793.350136,699306.8527839998
2023-12-07,20:00:00,2344.712561279296420877335085111188,0.0004264915096690533948203052412884413,0.0004291215197776761538260786479406739,0.0004264915096690533948203052412884413,0.0004291302204482329583908614971153848,0.000425860430715749420955822644171941,14,32,112.70916774775867,-545.2772127221168,32,14,1279378.8405940002,263606.846906
2023-12-07,19:00:00,2330.382151820177933288152307586847,0.0004291141687722487314535364589327526,0.0004268586790149269381211101447184631,0.0004291141687722487314535364589327526,0.0004291141687722487314535364589327526,0.0004268586790149269381211101447184631,25,7,580.4887264371637,-155.48762551560654,7,25,364148.76765199995,1352373.338832
2023-12-07,18:00:00,2344.391628783157963533503207879679,0.0004265498936792586319203147648659403,0.0004313203882956718735664226734078337,0.0004265498936792586319203147648659403,0.0004313203882956718735664226734078337,0.0004265398341752642455530420734908121,19,28,42.824815231050216,-832.5179419806728,28,19,1946678.085006,99926.26711400003
2023-12-07,17:00:00,2317.765731805588694915000629144851,0.0004314499892191342293445387750413631,0.0004421504001285487016521119396951617,0.0004314499892191342293445387750413631,0.0004421504001285487016521119396951617,0.0004307757904431297610293597475421976,13,42,620.0485932727508,-2506.2129745029165,42,13,5769487.485069,1429880.694796
2023-12-07,16:00:00,2261.678208632250791612680850678855,0.0004421495490310045900278478089322752,0.0004441740919744800190692463450634892,0.0004421495490310045900278478089322752,0.0004442073282692631564052636664919143,0.0004421494425165089049409732953652406,9,18,8.909096389961798,-375.91750946629213,18,9,850777.9437570001,20003.479408
2023-12-07,15:00:00,2251.373531594388193024859697706084,0.0004441732950870286471993363995923132,0.0004446282942110363884257946057539542,0.0004441732950870286471993363995923132,0.0004446282942110363884257946057539542,0.0004441178863919144032027869460938249,18,8,10.49451186,-121.25188881675787,8,18,273633.90958700003,23557.494551
2023-12-07,14:00:00,2248.276734977897546075219351972499,0.0004447851033826718143102362801122981,0.0004469805498242756351358332796202364,0.0004447851033826718143102362801122981,0.0004469810541755026344601796817041081,0.0004445216343993290815267576773377769,19,10,377.5773582594131,-773.1329084361138,10,19,1739805.1758040003,844914.0719219999
2023-12-07,13:00:00,2237.232039421330355387430528679761,0.0004469809042510647581337019410903361,0.0004469899659336446656013857519630618,0.0004469809042510647581337019410903361,0.0004469899659336446656013857519630618,0.0004469684909018773418534445592244934,7,7,13.86,-5.430186047858858,7,7,12185.150867,30915.469486999995
2023-12-07,12:00:00,2237.214340525897435988711438653904,0.0004469844403754948347415286996837842,0.0004463682169929288490455319318672615,0.0004469844403754948347415286996837842,0.0004469844403754948347415286996837842,0.0004463676671016246505919407858504817,17,10,121.39185586576417,-10.094764000899143,10,17,22664.551766999997,270948.06795000006
2023-12-07,11:00:00,2240.294700573288455976616161484564,0.0004463698457814953185924183438120168,0.0004440243280533872294427914267336474,0.0004463698457814953185924183438120168,0.0004484874014308772699782815847638658,0.0004440243280533872294427914267336474,58,26,819.9817683084466,-393.2235948838937,26,58,881557.864014,1831979.075826001
2023-12-07,10:00:00,2252.152781576744675487733851522169,0.0004440196101171672926805689224102854,0.0004418682049970773784151746303455745,0.0004440196101171672926805689224102854,0.0004440221610521366596269445217241063,0.0004418682049970773784151746303455745,36,9,394.60586422071344,-5.094669839504938,9,36,11526.337715999998,888184.2914510001
2023-12-07,09:00:00,2263.10797534669733834559415226462,0.0004418702116264712353085574766652099,0.0004419379296778306624756650475233185,0.0004418702116264712353085574766652099,0.0004419439592191556931248979409512501,0.0004418702116264712353085574766652099,10,8,3.343730661758527,-15.315366085027392,8,10,34761.947497,7543.9339230000005
2023-12-07,08:00:00,2262.76119981145831207343265506325,0.0004419379296778306624756650475233185,0.0004419673471958191457652490201556202,0.0004419379296778306624756650475233185,0.0004419676289585478347799697035133908,0.000441925685899035400383622866274351,6,8,2.4563346072438486,-8.99335861522817,8,6,20410.498515,5541.488116
2023-12-07,07:00:00,2262.571824475637823443931799582217,0.0004419749195063696732701747693053056,0.0004424344867982615965181785129656291,0.0004419749195063696732701747693053056,0.0004424344867982615965181785129656291,0.0004419749195063696732701747693053056,10,22,14.431998499122667,-137.0623205014677,22,10,310821.213938,32544.669926000006
2023-12-07,06:00:00,2259.098756949980781630322997883506,0.0004426543978759496201120060249698338,0.0004457501357328777386977377118318324,0.0004426543978759496201120060249698338,0.0004457503058655453884653444353689762,0.0004426336255583751421986598902479122,11,39,8.919607350761074,-568.2883652863006,39,11,1283261.1227000002,20074.499004
2023-12-07,05:00:00,2243.417367479569020705627545795991,0.0004457485327946259108400273641252439,0.0004458465296472242730502401562596008,0.0004457485327946259108400273641252439,0.000445859358959231390604113641327477,0.0004457421182412997848408479525332647,11,8,31.34216987530158,-26.334318914292126,8,11,59250.224218,70089.017431
2023-12-07,04:00:00,2242.930547638167539793183684393315,0.0004458452808772932610891659482284534,0.0004466983377495977982659252720170215,0.0004458452808772932610891659482284534,0.0004466983377495977982659252720170215,0.0004458375130621927449732234047471909,6,9,6.888502078566237,-160.62152330319853,9,6,360999.76910999994,15387.463994
2023-12-07,03:00:00,2238.64531146927171721964000928219,0.0004466987221587497491570001761473705,0.000446694609881213655756185406746403,0.0004466987221587497491570001761473705,0.0004466987221587497491570001761473705,0.0004466723667504291746518903267833512,7,7,39.464501880124246,-4.620945611219271,7,7,10376.153707,88084.137886
2023-12-07,02:00:00,2238.671507889644632552823285891106,0.0004466934949927879391120533726284316,0.0004486990836169607851120245079583033,0.0004466934949927879391120533726284316,0.0004486990836169607851120245079583033,0.0004466893141735828204715255237661109,7,31,5.48102876855876,-361.58220839635845,31,7,810089.4544230001,12201.193794
2023-12-07,01:00:00,2228.730214599064021859396602708361,0.0004486859797788016941209678238128406,0.0004484272553178049008453728495159094,0.0004486859797788016941209678238128406,0.0004487153651766844685286785627233541,0.0004484239525500317968488701699752763,12,12,61.15874479464364,-15.347160419897808,12,12,34309.698983999995,135928.476593
2023-12-07,00:00:00,2229.999940553187494219521113163241,0.0004484305052276969354902747078911207,0.0004456591549657519327137529525522162,0.0004484305052276969354902747078911207,0.0004489150830372406445858523612119574,0.000444490100666130941737812174201319,21,17,797.0637910227166,-298.6913937840691,17,21,671561.3382419999,1779020.5278150002
2023-12-06,23:00:00,2243.878287015047805061599021703985,0.000445656970695262064711371285093208,0.0004426960654440115984578659154582965,0.000445656970695262064711371285093208,0.000445656970695262064711371285093208,0.0004426816219271097837594698255010885,16,9,537.58812712592,-4.84285891346578,9,16,10964.503448,1206706.1250610002
2023-12-06,22:00:00,2258.879198895137741765130895060183,0.0004426974229029687264300503052413221,0.0004410065256286672471342799111849876,0.0004426974229029687264300503052413221,0.0004426974229029687264300503052413221,0.000440995233109084458151976472614004,24,6,305.6948648722906,-4.712927218653397,6,24,10715.976308000001,689786.7489840001
2023-12-06,21:00:00,2267.552974870172565125357766126063,0.000441004029931099811229475084336741,0.0004401281118853040607548197638448587,0.000441004029931099811229475084336741,0.000441004029931099811229475084336741,0.0004401244346701282634784444047743216,14,2,153.3737650072295,-0.7995666507972417,2,14,1822.1352419999998,347082.20709800004
2023-12-06,20:00:00,2272.048902600843166880785239973754,0.0004401313716686675755375153695073638,0.0004401484906783644327489250422967871,0.0004401313716686675755375153695073638,0.0004401635684798828028170761778574127,0.0004401138534941210112613432166979525,8,8,53.857257051932145,-10.426555254250836,8,8,23760.279906999996,122041.05230899999
2023-12-06,19:00:00,2274.012566102478681092711696120346,0.0004397513078452068966989288639809218,0.0004417489510967103822555589229472571,0.0004397513078452068966989288639809218,0.0004417489510967103822555589229472571,0.0004391274557515274996298456923089285,14,19,77.28086553344927,-308.87466625319206,19,14,703369.436879,175302.37416300003
2023-12-06,18:00:00,2263.521355486636563132666402411185,0.0004417895141903837126318347974954453,0.0004446207792874720819501227138114053,0.0004417895141903837126318347974954453,0.0004446207792874720819501227138114053,0.0004417770704380548208404956865807287,12,21,8.580861064329252,-346.10037932082435,21,12,783247.282541,19340.219651
2023-12-06,17:00:00,2248.879389386962666037056434594874,0.0004446659099279649692224917600270829,0.0004430413325573280724859168421509389,0.0004446659099279649692224917600270829,0.0004446659099279649692224917600270829,0.0004429637894645333776935566394036765,22,9,210.0619903951657,-12.717608919318858,9,22,28794.312294,471928.05554
2023-12-06,16:00:00,2257.362882896234359296961889815841,0.0004429947916557320475727277725120484,0.0004422924869431607878101785538854405,0.0004429947916557320475727277725120484,0.0004430064210351671355142313769765975,0.0004422924869431607878101785538854405,21,5,86.72977006589353,-3.5088145658317242,5,21,7946.276401,195343.93797600002
2023-12-06,15:00:00,2260.955070424518687744337004123833,0.0004422909650355144916355843142764511,0.0004422754287037995897246794674325154,0.0004422909650355144916355843142764511,0.0004423259716676902960129096409745703,0.0004422224782259399334591279406076642,10,12,13.934832461445676,-12.285288785247483,12,10,27861.442604999997,31412.940344000002
2023-12-06,14:00:00,2261.024769940542300778508172689929,0.0004422773307460478606362117710466589,0.0004448262050474474862914156620413754,0.0004422773307460478606362117710466589,0.0004448262050474474862914156620413754,0.0004422773307460478606362117710466589,12,23,8.355465847171118,-346.8775173769696,23,12,784148.980705,18809.604291
2023-12-06,13:00:00,2246.41602085526631333816811908688,0.0004451535204148317949251892583705731,0.0004391370183223073914655145871463414,0.0004451535204148317949251892583705731,0.0004457381210350464686482896533016147,0.0004391370183223073914655145871463414,21,14,775.1817261267577,-77.30463411000714,14,21,174173.984714,1746700.268829
2023-12-06,12:00:00,2277.145553346385083226666530183078,0.0004391462805398835561683181461231442,0.0004394260145746703707071082788714207,0.0004391462805398835561683181461231442,0.0004394415636113642319776805763028569,0.0004380710748267650481795130737927605,29,11,132.78039357863028,-161.03042788725634,11,29,368120.685924,301798.4715199999
2023-12-06,11:00:00,2275.842396768320197702931243758483,0.0004393977374795340808254736869049898,0.0004397403501029309616509666027506579,0.0004393977374795340808254736869049898,0.0004397403675794154785145442086131793,0.000439386388123144066656395998389785,8,10,23.372411784212222,-51.46660600113359,10,8,117443.82063500001,53020.465924
2023-12-06,10:00:00,2274.150573599321997193350243240391,0.0004397246214076711277124677558068446,0.0004407227287042474453654120028822551,0.0004397246214076711277124677558068446,0.0004407284814220565352766884589019347,0.0004397246214076711277124677558068446,13,15,9.33898243907493,-123.12593124146295,15,13,280524.515138,21143.820711000004
2023-12-06,09:00:00,2269.00029172550942509807527991028,0.0004407227287042474453654120028822551,0.0004410824455551792288680705802974538,0.0004407227287042474453654120028822551,0.0004410824455551792288680705802974538,0.0004406490661824316050925064081363583,13,12,9.321274303552432,-49.65785630607366,12,13,112977.111985,21088.368134999997
2023-12-06,08:00:00,2267.149849369601401612395437368988,0.0004410824455551792288680705802974538,0.0004415697304741378787925998465802609,0.0004410824455551792288680705802974538,0.0004415713114889353564510345602821725,0.0004410824455551792288680705802974538,7,18,3.4450650909680736,-61.289597666543465,18,7,139286.123243,7779.386863000001
2023-12-06,07:00:00,2264.495159083809142582181507830507,0.0004415995309102755833931620445604498,0.0004387163207401737609660359312890901,0.0004415995309102755833931620445604498,0.0004415995309102755833931620445604498,0.0004387163207401737609660359312890901,29,7,356.3476464110924,-4.749132920909048,7,29,10836.112005,807387.466507
2023-12-06,06:00:00,2279.377248407045284720985438138554,0.0004387163207401737609660359312890901,0.000438266174730495396582067157558268,0.0004387163207401737609660359312890901,0.0004387163207401737609660359312890901,0.0004382248987824815699507188536353507,11,7,56.09983477087532,-5.537224545187816,7,11,12672.219344,127560.94046499999
2023-12-06,05:00:00,2281.723055969068115293058957175443,0.0004382652826266380906453276863691811,0.0004376905423638348126118122140394079,0.0004382652826266380906453276863691811,0.0004382813485222632903159045782541725,0.0004376810046695524588923257431383759,31,13,71.10195852214736,-6.5480248041216536,13,31,14995.644961,161854.639665
2023-12-06,04:00:00,2284.723318476116317335735215572425,0.0004376897595928544567544378915216601,0.0004362053770612061844201399984663753,0.0004376897595928544567544378915216601,0.0004380341534664879486310787146862314,0.0004361919675042262839485843799215153,45,15,222.6469617382263,-55.81104671928405,15,45,127917.54085,507827.2496099999
2023-12-06,03:00:00,2292.502317968424989670997151649419,0.0004362045753071178198786364524729102,0.0004339533745633379314831403030353443,0.0004362045753071178198786364524729102,0.0004362332023036306166228081609876918,0.0004339178777352761458116325635461223,23,4,265.5608733717152,-12.864065675522554,4,23,29649.188204,608537.266845
2023-12-06,02:00:00,2304.462796330420196749211274760137,0.0004339406136616220108664550456730271,0.0004365480645157147740744948339853117,0.0004339406136616220108664550456730271,0.0004365508066609355723467336336355314,0.0004339406136616220108664550456730271,21,26,117.19666797543672,-407.07701999802026,26,21,938146.95596,268514.209869
2023-12-06,01:00:00,2290.702604676358277397479993628062,0.0004365472837716028680716904668306251,0.000438955894335053646277051532515757,0.0004365472837716028680716904668306251,0.0004389689513386201686741149725976177,0.0004365108599438854233843278007771411,23,17,9.794984979555297,-278.9698552682828,17,23,639209.668522,22319.497875
2023-12-06,00:00:00,2278.133208610483224882312902627912,0.000438955894335053646277051532515757,0.0004398863712405002263908998200736703,0.000438955894335053646277051532515757,0.0004398863712405002263908998200736703,0.0004389134438835684046494296940690053,29,13,41.726529227139274,-115.90734672425855,13,29,264582.52087199996,94638.50563200001
2023-12-05,23:00:00,2274.673065361186520514153136021618,0.0004396236167860957528492924891612267,0.0004424738518396484711703180749591438,0.0004396236167860957528492924891612267,0.0004424935953991123935096122594928817,0.0004395910267883792547053139414884148,15,25,8.369050803026079,-328.7093921584464,25,15,747521.404562,18923.587975999995
2023-12-05,22:00:00,2259.962165348454944479460978184485,0.000442485283750674567163685307429656,0.0004405334381027424802919674041833364,0.000442485283750674567163685307429656,0.0004426432564159749754582173515579315,0.0004405334381027424802919674041833364,23,15,241.3596919252661,-64.19063017993193,15,23,145908.253623,544933.6024410002
2023-12-05,21:00:00,2268.009985227128903043259951569859,0.0004409151663853258661574033996053587,0.0004375155466152061815608886691003728,0.0004409151663853258661574033996053587,0.0004409151663853258661574033996053587,0.0004375155466152061815608886691003728,24,17,486.34754719647145,-70.75799605436748,17,24,161547.222249,1104305.99223
2023-12-05,20:00:00,2287.359296452021309573360695396845,0.000437185361106636961221100338029113,0.0004361770679032637008081572475761161,0.000437185361106636961221100338029113,0.0004373711655333190377972805607646385,0.0004301050295729593880761367526587411,33,24,943.074277697279,-909.3087110246807,24,33,2100567.622009,2165051.0197010003
2023-12-05,19:00:00,2288.818454631145622490076680836036,0.0004369066484834660815666639513689151,0.0004473913530435552816444651281293522,0.0004369066484834660815666639513689151,0.0004474312636253936681833829316813606,0.0004369058613715810172628882928056559,18,28,322.7334341700188,-1507.0087963617593,28,18,3419386.937379,728650.445016
2023-12-05,18:00:00,2235.18648065370781069559205958142,0.0004473899643968577001445316881059575,0.0004487475192268827404432673954295451,0.0004473899643968577001445316881059575,0.0004488447158685413704869879732841181,0.0004472856553647071663067171903055303,19,17,63.88952497114234,-236.92801321232125,17,19,530343.6631760001,142135.51900799997
2023-12-05,17:00:00,2228.04419143172517491593070483071,0.0004488241318756820488752507053064689,0.0004521038968640607704633108976160904,0.0004488241318756820488752507053064689,0.0004521038968640607704633108976160904,0.0004488183099303600812896830362997488,15,36,18.486459910226813,-426.37055847960056,36,15,949133.732654,40956.659153
2023-12-05,16:00:00,2210.557770392487079660172116393321,0.0004523745153344030667715661603919405,0.0004530469518982891344980987574475689,0.0004523745153344030667715661603919405,0.0004533164032673492509280850606073452,0.0004523745153344030667715661603919405,21,17,49.91176244461196,-123.48204800486168,17,21,273512.99811199994,109846.42769600001
2023-12-05,15:00:00,2207.377216022475804322873803496829,0.0004530263304075971167606041253575263,0.0004532235396185225875832330519415341,0.0004530263304075971167606041253575263,0.0004532235396185225875832330519415341,0.0004522436129895673221971514743504454,24,10,91.07084301712042,-112.37611483410785,10,24,248962.30757699997,200593.765091
2023-12-05,14:00:00,2206.432009595566517900056388714886,0.0004532204009237961993237867307442193,0.0004542960535007129275012278792145751,0.0004532204009237961993237867307442193,0.0004543014313278839215828289530020121,0.0004532090940059817011863570532286619,9,22,4.1268321959317955,-137.7932136164072,22,9,304542.731036,9066.726579
2023-12-05,13:00:00,2200.59018012195258105371249661424,0.0004544235492065050818697545855304061,0.000453818493260085877910705158398505,0.0004544235492065050818697545855304061,0.0004544238986120746876807793924611123,0.000453818493260085877910705158398505,24,10,107.40374014017938,-39.67804559399795,10,24,87616.55462799998,235780.28818699997
